,price,name,ext_color,int_color,drivetrain,mpg,fuel,transmission,engine,mileage,accidents,1owner,personal_use,review_comfort,review_design,review_performance,review_value,review_styling,review_reliability,sellers-notes
274,"$19,169",2019 MINI Hardtop Cooper,Midnight Black Metallic,Carbon Black,Front-wheel Drive,28–37,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,"21,762 mi.",At least 1 accident or damage reported,Yes,No,4.6,4.8,4.8,4.8,5.0,5.0,"NEW TIRES! NEW REAR BRAKES! NEW CABIN AIR FILTER! FRESH OIL CHANGE! ABS brakes, Alloy wheels, Automatic Climate Control, Comfort Access Keyless Entry, Electronic Stability Control, Emergency communication system, Heated door mirrors, Heated Front Seats, Illuminated entry, Low tire pressure warning, …"
275,"$68,587",2023 Ford Bronco Wildtrak,Oxford White,Black Onyx,Four-wheel Drive,,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,"2,013 mi.",None reported,Yes,Yes,,,,,,,"Home of Free Oil Changes for Life! Clean CARFAX. CARFAX One-Owner. ABS brakes, Compass, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Located halfway between Dallas, and Oklahoma City, Woody Ford has been in M …"
276,"$115,990",2022 Tesla Model X Plaid,Red Multi,Black,All-wheel Drive,,1-Speed Automatic,Electric,7SAXCBE61NF331339,"Adaptive Cruise Control
Heated Seats
Heated Steering Wheel
Navigation System
Power Liftgate",None reported,Yes,Yes,,,,,,,Red Multi-Coat 2022 Tesla Model X Plaid AWD 1-Speed Automatic Electric ZEV Odometer is 3146 miles below market average!
277,"$76,988",2017 Mercedes-Benz G-Class G 550,designo Magno Night Black,Cornsilk,All-wheel Drive,13–14,Gasoline,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"59,500 mi.",None reported,Yes,Yes,3.0,4.5,3.0,2.5,5.0,4.5,"2017 Mercedes-Benz G-Class G 550 4MATIC 2017 Mercedes-Benz G-Class G 550 4.0L V8 4MATIC 4MATIC designo Magno Night Black (Matte Finish) Clean CARFAX. Dulles Motor Cars offers a 3 Month/ 3,000 mile Limited Powertrain Warranty from date of purchase. Dulles Motorcars maintains a comprehensive inventory …"
278,"$29,402",2018 Mercedes-Benz C-Class 4MATIC,White,Porcelain/Black,All-wheel Drive,23–32,Gasoline,9-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","26,350 mi.",None reported,No,Yes,4.8,4.9,4.9,4.7,4.9,4.8,"Our dealership is proud to offer this great 2018 Mercedes-Benz C-Class in White This vehicle has passed our comprehensive 172 point inspection and comes with the following features; Heated Leather Seats, Leather Seats, NonSmoker, Local Trade, Back-Up Camera, Power Liftgate, Bluetooth for Phon …"
279,"$48,977",2022 Lexus ES 300h Ultra Luxury,White,Palomino,Front-wheel Drive,,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,"10,556 mi.",None reported,Yes,Yes,5.0,4.6,4.6,4.6,4.6,5.0,"2022 Lexus ES 300h Ultra Luxury FWD eCVT 2.5L I4 DOHC 16V White 2.5L I4 DOHC 16V, Palomino w/Matte Walnut Open Pore w/Perforated Leather Seat Trim, 10 Speakers, 10.2 Head-Up Display (HUD), 10-Way Power Adjustable Front Seats, 4-Wheel Disc Brakes, ABS brakes, Acoustic Side Glass, Air Conditioning, Al …"
280,"$8,995",2010 Nissan Frontier XE,Red,Gray,Rear-wheel Drive,19–23,Gasoline,Manual 5-Speed,"2.5L I-4 DOHC, variable valve control, engine with 152HP","143,000 mi.",None reported,Yes,No,4.3,4.1,4.5,4.5,4.3,4.6,"5-SPEED/MANUAL!! TWO WHEEL DRIVE!! Our 2010 Nissan Frontier XE King Cab Red 2WD only has 143,000 miles and is equipped by the 4 cylinder 5-Speed/Manual transmission. This 2010 Nissan Frontier XE King Cab 4X2 wins our praise for its rugged construction and comfortable on-pavement performance! Powered …"
281,"$37,910",2016 Ford F-350 Lariat Super Duty,Race Red,Adobe,Four-wheel Drive,,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,"147,172 mi.",None reported,Yes,No,4.8,4.7,4.9,4.5,4.9,4.9,"2016 Ford F-350SD Lariat Lariat CARFAX One-Owner. 4WD, ABS brakes, Alloy wheels, Compass, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Reviews: Strong towing and payload capacities; wid …"
282,"$90,473",2021 Porsche Cayenne S Coupe AWD,Black,Black,All-wheel Drive,18–22,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"24,510 mi.",None reported,Yes,Yes,4.3,4.3,4.2,3.8,4.8,4.3,Shop With Us Hoffman Porsche brings value to your driveway. Every vehicle has received a multi-point inspection by factory trained technicians along with a reconditioning of the exterior and interior. We make sure the vehicle is up to our standards before you take it home. Visit us in store or use o …
283,"$20,900",2018 Cadillac ATS 2.0L Turbo,Red Obsession,Jet Black,Rear-wheel Drive,22–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"53,847 mi.",None reported,No,Yes,4.7,4.7,4.8,4.6,4.9,4.8,"BLUETOOTH, POWER PACKAGE, SPEED CONTROL, ALLOY WHEELS, 12 MONTH 12000 MILE WARRANTY INCLUDED, Leather Seats. Clean CARFAX. Certified. Certification Program Details: Mile One Certified, this vehicle comes with a 12 month or 12,000 mile powertrain warranty. Buy with Confidence. RWD 8-Speed Aut …"
284,"$32,500",2022 Volkswagen Golf GTI 2.0T SE,Oryx White Pearl Effect,Titan Black,Front-wheel Drive,25–34,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"15,757 mi.",None reported,Yes,Yes,5.0,4.0,5.0,5.0,5.0,5.0,"CARFAX One-Owner. Clean CARFAX. Certified. Oryx White Pearl 2022 Volkswagen Golf GTI 2.0T SE FWD 7-Speed DSG Automatic with Tiptronic 2.0L TSI DOHC Bluetooth, Backup Camera, Leather Seats, Sunroof/Moonroof, Navigation System, Heated and Cooled Seats, Adaptive Cruise Control, Lane Assist, Blind Spot …"
285,"$17,698",2015 Chrysler Town & Country LX,Deep Cherry Red Crystal Pearlcoat,Black / Light Graystone,Front-wheel Drive,17–25,–,Automatic,3.6L V6 24V MPFI DOHC,"64,847 mi.",None reported,No,No,4.7,4.6,4.6,4.6,4.5,4.6,"FRONT WHEEL DRIVE / FWD, POWER DRIVER'S SEAT, SECOND ROW CAPTAIN'S CHAIRS, 7 PASSENGER, TRI-ZONE CLIMATE CONTROL, KEYLESS ENTRY, CRUISE CONTROL, TILT / TELESCOPE STEERING WHEELS, STEERING WHEEL CONTROLS, POWER WINDOWS / LOCKS, POWER LIFTGATE, REAR VISION BACK UP CAMERA, FOG LIGHTS, USB …"
286,"$17,499",2005 Dodge Dakota SLT,Gray,Medium Slate Gray,Four-wheel Drive,16–20,Gasoline,5-Speed Automatic with Overdrive,4.7L V8 16V MPFI SOHC,"80,848 mi.",None reported,Yes,Yes,4.2,4.1,4.3,4.3,4.5,4.3,"Despite efforts, it is inevitable that some price/vehicle inaccuracies may be present. Billion Auto reserves the right to correct any pricing errors or any incorrect statement of accessories on a vehicle and change product pricing and specifications as well as the terms of our guarantees and warrant …"
287,"$18,394",2020 Volkswagen Passat 2.0T SE,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,23–34,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"69,700 mi.",At least 1 accident or damage reported,Yes,Yes,4.8,4.6,4.6,4.7,4.7,4.8,Priced below KBB Fair Purchase Price! Black 2020 Volkswagen Passat 2.0T SE FWD 6-Speed Automatic with Tiptronic 2.0L I4 TSI Turbocharged Titan Black Leatherette.2020 Volkswagen Passat 2.0T SE This vehicle comes with our exclusive Platinum Protection Plan. Our ASE Certified mechanics perform such an …
288,"$26,199",2016 BMW M235 i,Black,Coral Red / Black,Rear-wheel Drive,20–31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"70,442 mi.",At least 1 accident or damage reported,No,Yes,4.7,4.6,5.0,4.5,4.7,4.8,"Autobay is a trusted used car dealership based in Burlington, NJ. At Autobay, customer satisfaction is the key to our success. With a large selection of high-quality used cars, sedans, coupes, sports cars, hatchbacks, convertibles, SUVs, pickups, luxury cars, and more, you can easily arrange test drives and apply for funding on our website."
289,"$35,900",2018 Lexus GS 350 Base,Smoky Granite Mica,Black,Rear-wheel Drive,20–28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"31,506 mi.",At least 1 accident or damage reported,No,Yes,5.0,5.0,4.9,4.7,4.9,4.9,Priced below KBB Fair Purchase Price! Odometer is 10367 miles below market average! 2018 Lexus GS 350 20/28 City/Highway MPG Awards: 2018 KBB.com Best Resale Value Awards 2018 KBB.com 5-Year Cost to Own Awards 2018 KBB.com Brand Image Awards 2018 KBB.com 10 Most Awarded Brands Our location i …
290,"$61,982",2022 BMW X5 xDrive40i,Sparkling Brown Metallic,Black,All-wheel Drive,,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"6,442 mi.",None reported,Yes,No,4.5,5.0,5.0,4.2,5.0,4.8,"Due to National inventory shortages, we are currently selling vehicles to local residents in MN, WI, IA, ND, SD. Vehicle is not eligible for BMW Financial Service Lease Programs or APR Credits. Loyal BMW owners may be eligible for additional savings when financing through BMW Financial Services. …"
291,"$24,555",2022 Mazda Mazda3 FWD w/Select Package,Machine Gray Metallic,Black,Front-wheel Drive,26–34,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,"11,221 mi.",At least 1 accident or damage reported,No,Yes,4.0,5.0,4.3,4.0,4.7,4.3,"Priced below KBB Fair Purchase Price! Mazda3 Select, 4D Hatchback, I4, 6-Speed Automatic, FWD, Machine Gray Metallic, 8 Speakers, AppLink/Apple CarPlay and Android Auto, Brake assist, Compass, Delay-off headlights, Emergency communication system: Mazda Connected Services (3-year trial subscription i …"
292,"$38,594",2020 INFINITI Q50 3.0t Red Sport 400,Majestic White,White,Rear-wheel Drive,20–26,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"34,487 mi.",None reported,Yes,Yes,4.8,4.8,4.9,4.8,4.8,4.9,"CARFAX One-Owner. Clean CARFAX. 2020 INFINITI Q50 Red Sport 400 4D Sedan RWD Majestic White Q50 Red Sport 400, 4D Sedan, 3.0L V6, 7-Speed Automatic with Overdrive, RWD, Majestic White, Gallery White Leather. 7-Speed Automatic with Overdrive Coulter INFINITI in Mesa is part of the Coulter Automotive …"
293,"$14,700",2016 Volkswagen e-Golf SE,Pacific Blue,Black,Front-wheel Drive,,1-Speed Automatic,Electric,WVWKP7AU8GW913949,"Heated Seats
Keyless Start",None reported,No,Yes,4.2,4.7,4.2,4.3,4.5,4.3,"Low Miles, Local trade in, Bluetooth/Handsfree, Push Button Start, Power Windows and Locks, Keyless Entry, Automatic temperature control, DC Fast Charging Package, Wheels: 16 Astona Aerodynamic Alloy. We make it EASY. Zero Pressure, Non-Commission Staff, & Kansas City's lowest Prices! All pr …"
294,"$12,878",2014 Mazda Mazda6 i Grand Touring,Blue Reflex Mica,Sand,Front-wheel Drive,28–38,Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, variable va","123,964 mi.",None reported,Yes,No,4.6,4.5,4.5,4.7,4.9,4.7,"Thank you for visiting another one of Diehl Subaru of Massillon's online listings! Please continue for more information on this 2014 Mazda Mazda6 i Grand Touring with 123,964mi. If you are looking for a vehicle with great styling, options and incredible fuel economy, look no further than this qualit …"
295,"$33,996",2022 Mazda MX-5 Miata RF Grand Touring,Soul Red Crystal Metallic,Black,Rear-wheel Drive,26–34,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,"5,792 mi.",None reported,Yes,Yes,4.7,4.7,5.0,4.7,5.0,5.0,"Clean Car Fax, Navagation/GPS, One owner, Back-Up Camera, Low Miles, Miata RF Grand Touring, 2D Convertible, 2.0L 4-Cylinder DOHC 16V, RWD, Soul Red Crystal Metallic, Black Leather, Convertible HardTop, Navigation System. Grand Touring 2D Convertible Clean CARFAX. CARFAX One-Owner. You've got a fr …"
296,"$24,556",2019 Chrysler Pacifica Touring L,Bright White Clearcoat,Black/Alloy,Front-wheel Drive,19–28,Gasoline,Automatic,"3.6L V-6 DOHC, VVT variable valve control, engine with cylinder","72,088 mi.",None reported,Yes,No,4.9,4.8,4.7,4.6,4.8,4.6,"WE WILL DELIVER TO YOUR FRONT DOOR...FOR MORE INFORMATION PLEASE CALL (816) 781-3500, 172 POINT INSPECTION, ACCIDENT FREE CAR FAX, CAR FAX ONE OWNER, BACK UP CAMERA, SIRIUS/XM SATELLITE RADIO, BLUETOOTH, LEATHER SEATS, HEATED SEATS, HEATED STEERING WHEEL, 3RD ROW SEATING, 2ND ROW BUCKETS SEATS, NON- …"
297,"$42,337",2019 Toyota 4Runner Limited,Blizzard Pearl,Black Graphite,Four-wheel Drive,17–20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,"49,630 mi.",At least 1 accident or damage reported,Yes,Yes,4.8,4.7,4.8,4.7,4.8,4.9,"TREAT YOURSELF TO THIS ONE!!, DJT 3 Years in a Row Carfax Top Rated Dealer!, Limited Package, Backup Camera, Navigation System, Sunroof / Moonroof, Heated Seats, Cooled Seats!, Toyota Reliability!, Push Button Start, AMAZING!, USB/AUX INPUT, Leather Seats, 4WD, LOW MILES, CHECK …"
298,"$17,735",2015 Ford F-250 XLT,Oxford White,Steel,Four-wheel Drive,0–0,Gasoline,Automatic,"6.2L V-8 variable valve control, engine with 385HP","167,125 mi.",None reported,Yes,No,4.7,4.6,4.7,4.5,4.7,4.6,"Clean CARFAX. 4WD, 172 POINT EBY FORD INSPECTION!, CLEAN CARFAX!, 4.2'' LCD Productivity Screen, 6-Way Power Driver's Seat, ABS brakes, Alloy wheels, Auto-Lamp/Rain-Lamp, Auto-Lock/Auto-Unlock, Camper Package, Cloth 40/20/40 Split Bench Seat, Colored Front & Rear Rancho Branded Shocks, Compass, Dual …"
299,"$25,999",2017 Chevrolet Volt Premier,White,Jet Black,Front-wheel Drive,,Hybrid,1-Speed Automatic,1.5L I4 16V GDI DOHC Hybrid,"39,032 mi.",At least 1 accident or damage reported,Yes,No,4.6,4.6,4.8,4.6,4.7,4.7,"Despite efforts, it is inevitable that some price/vehicle inaccuracies may be present. Billion Auto reserves the right to correct any pricing errors or any incorrect statement of accessories on a vehicle and change product pricing and specifications as well as the terms of our guarantees and warrant …"
300,"$24,917",2020 Kia Sorento L,Ebony Black,Black,Front-wheel Drive,22–29,Gasoline,Automatic,"2.4L I-4 gasoline direct injection, DOHC, D-CVVT variable valve","57,376 mi.",None reported,Yes,Yes,4.8,4.7,4.6,4.6,4.8,4.7,"CARFAX ONE OWNER, BLUETOOTH, MP3 / IPOD COMPATIBLE, WE DELIVER ANYWHERE, CRUISE CONTROL, CLEAN CARFAX NO ACCIDENTS, BACKUP CAMERA, BLUETOOTH HANDS FREE, REAR VIEW CAMERA, USB CONNECTIONS.CARFAX One-Owner.Recent Arrival!2020 Kia Sorento L 6-Speed Automatic with …"
301,"$17,499",2005 Dodge Dakota SLT,Gray,Medium Slate Gray,Four-wheel Drive,16–20,Gasoline,5-Speed Automatic with Overdrive,4.7L V8 16V MPFI SOHC,"80,848 mi.",None reported,Yes,Yes,4.2,4.1,4.3,4.3,4.5,4.3,"Despite efforts, it is inevitable that some price/vehicle inaccuracies may be present. Billion Auto reserves the right to correct any pricing errors or any incorrect statement of accessories on a vehicle and change product pricing and specifications as well as the terms of our guarantees and warrant …"
302,"$18,970",2019 Mazda CX-3 Touring,Titanium Flash Mica,Black,Front-wheel Drive,29–34,Gasoline,6-Speed Automatic,2.0L I4 16V,"76,864 mi.",At least 1 accident or damage reported,No,No,4.6,4.6,4.7,4.6,4.8,4.8,"Odometer:76,864 Certified. Certification Program Details: 3 month/3000 Miles Certified Warranty Certified Pre-Owned 3 month/ 3,000 Mile Warranty, BACKUP CAMERA, BLUETOOTH, HANDS-FREE, NAVIGATION/NAV/GPS, LEATHER, HEATED SEATS, STEERING WHEEL AUDIO CONTROLS, NON-SMOKER, ALLOY WHEELS, COLLIS …"
303,"$32,985",2020 Land Rover Range Rover Evoque S,Narvik Black,Ebony / Ebony,All-wheel Drive,20–27,Gasoline,Automatic,I4,"51,301 mi.",None reported,No,No,4.6,4.5,3.8,3.7,4.7,3.5,"CLEAN CARFAX, BLUETOOTH, APPLE CARPLAY, GOOGLE ANDRIOD AUTO, NAVIGATION SYSTEM GPS NAV, STEERING WHEEL AUDIO CONTROLS, TOUCH SCREEN CONTROLS, BACKUP CAMERA, HOMELINK UNIVERSAL GARAGE DOOR OPENER, KEYLESS PUSH BUTTON START, AUTOMATIC HEADLIGHTS, COLLISION AVOIDANCE SYSTEM, COLLISION WARNING ALERT SYS …"
304,"$19,900",2020 Kia Sportage LX,Black Cherry Pearl,Black,All-wheel Drive,22–26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"49,611 mi.",None reported,Yes,No,4.8,4.8,4.7,4.7,4.8,4.9,"Home of Free Oil Changes for Life! CARFAX One-Owner. Priced below KBB Fair Purchase Price! 22/26 City/Highway MPG Located halfway between Dallas, and Oklahoma City, Woody Ford has been in Madill, OK since 1920. We are just 20 miles east of Ardmore, and 30 miles west of Durant. Let us make buying a n …"
305,"$23,888",2018 FIAT 124 Spider Classica,Hypnotique Red,–,Rear-wheel Drive,26–35,Gasoline,6-Speed Manual,1.4L I4 16V MPFI SOHC Turbo,"17,892 mi.",None reported,No,Yes,4.3,4.5,4.6,4.5,5.0,4.5,"Clean CARFAX. Hypnotique Red 2018 Fiat 124 Spider Classica RWD 6-Speed Manual 1.4L I4 16V MultiAir Turbocharged CARFAX CERTIFIED.. NO ACCIDENTS, LOCAL TRADE-IN, ABS brakes, Alloy wheels, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction contro …"
306,"$61,530",2020 Land Rover Defender 110 SE,Tasman Blue,Khaki,Four-wheel Drive,17–22,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"24,946 mi.",None reported,Yes,Yes,4.3,4.5,4.3,4.0,4.3,3.7,"2020 Land Rover Defender 110 SE 2020 Land Rover Defender 110 SE 3.0L I6 4WD Tasman Blue Metallic Clean CARFAX. Odometer is 1230 miles below market average! Dulles Motor Cars offers a 3 Month/ 3,000 mile Limited Powertrain Warranty from date of purchase. Dulles Motorcars maintains a comprehensive inv …"
307,"$56,499",2022 Mercedes-Benz E-Class E 350,Nautical Blue,Black,Rear-wheel Drive,,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"4,508 mi.",None reported,Yes,No,3.0,3.0,4.0,4.0,4.0,4.0,"CERTIFIED UNLIMITED MILEAGE COVERAGE 2022 E350W in Nautical Blue with Black MB-Tex Interior comes with Bluetooth, Pre-installation for Navigation Services, Warmth and Comfort Package, Heated Steering Wheel, Rapid Heating Front Seats, Front Heated Arm rests, Night Package, Premium Package Lite, …"
308,"$90,473",2021 Porsche Cayenne S Coupe AWD,Black,Black,All-wheel Drive,18–22,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"24,510 mi.",None reported,Yes,Yes,4.3,4.3,4.2,3.8,4.8,4.3,Shop With Us Hoffman Porsche brings value to your driveway. Every vehicle has received a multi-point inspection by factory trained technicians along with a reconditioning of the exterior and interior. We make sure the vehicle is up to our standards before you take it home. Visit us in store or use o …
309,"$17,698",2015 Chrysler Town & Country LX,Deep Cherry Red Crystal Pearlcoat,Black / Light Graystone,Front-wheel Drive,17–25,–,Automatic,3.6L V6 24V MPFI DOHC,"64,847 mi.",None reported,No,No,4.7,4.6,4.6,4.6,4.5,4.6,"FRONT WHEEL DRIVE / FWD, POWER DRIVER'S SEAT, SECOND ROW CAPTAIN'S CHAIRS, 7 PASSENGER, TRI-ZONE CLIMATE CONTROL, KEYLESS ENTRY, CRUISE CONTROL, TILT / TELESCOPE STEERING WHEELS, STEERING WHEEL CONTROLS, POWER WINDOWS / LOCKS, POWER LIFTGATE, REAR VISION BACK UP CAMERA, FOG LIGHTS, USB …"
310,"$29,402",2018 Mercedes-Benz C-Class 4MATIC,White,Porcelain/Black,All-wheel Drive,23–32,Gasoline,9-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","26,350 mi.",None reported,No,Yes,4.8,4.9,4.9,4.7,4.9,4.8,"Our dealership is proud to offer this terrific 2018 Mercedes-Benz C-Class in White This vehicle has passed our comprehensive 172 point inspection and comes with the following features; Heated Leather Seats, Leather Seats, NonSmoker, Local Trade, Back-Up Camera, Power Liftgate, Bluetooth for P …"
311,"$30,999",2020 Lincoln MKZ Reserve,Empire Blue Metallic Tinted Clearcoat,Ebony,Front-wheel Drive,20–31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"18,533 mi.",None reported,Yes,No,4.8,4.8,4.8,4.8,4.9,4.8,"LINCOLN CERTIFIED, 6 YEAR/100,000 MILE WARRANTY, MOONROOF, NAVIGATION, LEATHER, HEATED SEATS, MKZ Reserve, 2.0L I4, Elements Package, Heated Rear Seats, Heated Steering Wheel, Heated/Cooled Front Row Seats. Certified. Lincoln Combined Details: Roadside Assistance Includes Car Rental …"
312,"$144,995",2020 Porsche 911 Carrera S,Carrara White Metallic,Bordeaux Red,Rear-wheel Drive,18–23,Gasoline,8-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,"7,170 mi.",At least 1 accident or damage reported,Yes,Yes,4.8,4.8,4.9,4.3,4.9,4.4,"WOW!!! LOW MILE, WELL KEPT, ONE OWNER, 911 CARRERA S CABRIOLET!!!! OPTIONS INCLUDE -PREMIUM PACKAGE- BOSE SURROUND SOUND SYSTEM COMFORT ACCESS LANE KEEP ASSIST ADAPTIVE CRUISE CONTROL PORSCHE DYNAMIC LIGHT SYSTEM PLUS SEAT VENTILATION -14 WAY POWER SPORT SEATS W/ MEMORY PACKA …"
313,"$48,995",2020 Land Rover Range Rover Sport HSE,WHITE,TAN,Four-wheel Drive,19–25,Gasoline,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, CVVL variable v","75,387 mi.",At least 1 accident or damage reported,Yes,Yes,4.6,4.8,4.7,3.9,4.8,4.4,"Non-smoker owner, Vehicle Runs Well, Smooth ride, Lots of storage, Must test drive, Seats as good as new, No pets, Spotless interior, Fully Loaded, Factory GPS"
314,"$33,996",2022 Mazda MX-5 Miata RF Grand Touring,Soul Red Crystal Metallic,Black,Rear-wheel Drive,26–34,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,"5,792 mi.",None reported,Yes,Yes,4.7,4.7,5.0,4.7,5.0,5.0,"Clean Car Fax, Navagation/GPS, One owner, Back-Up Camera, Low Miles, Miata RF Grand Touring, 2D Convertible, 2.0L 4-Cylinder DOHC 16V, RWD, Soul Red Crystal Metallic, Black Leather, Convertible HardTop, Navigation System. Grand Touring 2D Convertible Clean CARFAX. CARFAX One-Owner. You've got a fr …"
315,"$54,980",2019 Chevrolet Silverado 2500 LTZ,Summit White,Jet Black,Four-wheel Drive,,Diesel,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"66,324 mi.",At least 1 accident or damage reported,Yes,Yes,5.0,4.9,4.9,4.7,4.9,4.9,"CARFAX One-Owner. Summit White 2019 Chevrolet Silverado 2500HD LTZ 4WD Allison 1000 6-Speed Automatic Duramax 6.6L V8 Turbodiesel Allison 1000 6-Speed Automatic, 4WD, Jet Black Leather.Recent Arrival!Located in Eagle River, WI, Eagle River Chrysler, Dodge, Jeep, Ram is proud to be one of the premier …"
316,"$60,617",2022 Lexus GX 460 Base,White,Rioja Red,Four-wheel Drive,,Gasoline,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,"22,930 mi.",None reported,Yes,Yes,4.4,4.4,4.2,4.6,4.6,5.0,"2022 Lexus GX 460 Premium Package 4.6L V8 DOHC Dual VVT-i 32V White CARFAX One-Owner. One Owner, 3rd Row Seat, Backup Camera, Bluetooth, Hands-free, CD Player, Cruise Control, Heated Seats, Keyless Entry, Leather Seats, Multi-zone Climate Control, Navigation, Power Locks, Power Windows, Steering Whe …"
317,"$76,988",2017 Mercedes-Benz G-Class G 550,designo Magno Night Black,Cornsilk,All-wheel Drive,13–14,Gasoline,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"59,500 mi.",None reported,Yes,Yes,3.0,4.5,3.0,2.5,5.0,4.5,"2017 Mercedes-Benz G-Class G 550 4MATIC 2017 Mercedes-Benz G-Class G 550 4.0L V8 4MATIC 4MATIC designo Magno Night Black (Matte Finish) Clean CARFAX. Dulles Motor Cars offers a 3 Month/ 3,000 mile Limited Powertrain Warranty from date of purchase. Dulles Motorcars maintains a comprehensive inventory …"
318,"$49,878",2018 Lexus LS 500 500,Atomic Silver,Parchment,Rear-wheel Drive,19–30,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,"33,005 mi.",None reported,No,Yes,4.5,4.8,4.6,4.4,4.9,4.7,"New Price! Certified. Atomic Silver 2018 Lexus LS 500 Base RWD 10-Speed Automatic 3.5L V6 DOHC 24V LS 500 Base, 3.5L V6 DOHC 24V, 10-Speed Automatic, RWD, Parchment w/Smooth Leather Seat Trim, Adaptive Variable Air Suspension, Air Conditioning, AM/FM radio: SiriusXM, Driver Seat Vibration, Electroni …"
319,"$34,480",2016 Audi S7 4.0T quattro,Mythos Black Metallic,Black,All-wheel Drive,17–27,Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,"68,547 mi.",At least 1 accident or damage reported,Yes,Yes,5.0,4.9,5.0,4.9,4.9,5.0,"$88,770 ORIGINAL MSRP! 2016 AUDI S7 4.0T QUATTRO, MYTHOS BLACK GLOSS METALLIC EXTERIOR, JET BLACK/VALCONA LEATHER INTERIOR, 4.0L V8 450HP/406TQ, 7 SPEED AUTOMATIC TRANSMISSION, DRIVER ASSISTANCE PACKAGE, ADAPTIVE CRUISE CONTROL WITH STOP AND GO, AUDI PRE SENSE PLUS, AUDI ACTIVE LANE ASSIST, CORNER V …"
320,"$60,700",2020 Volvo XC90 Hybrid T8 Inscription,Bright Silver,Charcoal Nappa,All-wheel Drive,0–0,Hybrid,Automatic,Turbo/Supercharger Gas/Electric I-4 2.0 L/120,"14,566 mi.",None reported,Yes,Yes,5.0,5.0,5.0,4.7,5.0,5.0,"I4 Supercharged, 4-Corner Air Suspension w/Four-C Active Chassis, Heated Rear Seats & Heated Steering Wheel, Heated Rear Seats, Outer Positions, Heated Steering Wheel, Wheels: 21"" 8-Multi Spoke Black Diamond-Cut Alloy. CARFAX One-Owner. Certified. Bright Silver 2020 Volvo XC90 Hybrid T8 Inscription …"
321,"$16,900",2015 Honda Odyssey EX-L,Silver,Gray,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,"94,129 mi.",At least 1 accident or damage reported,No,Yes,4.8,4.6,4.7,4.6,4.7,4.8,"Welcome to Sunny and Beautiful CarLink Fort Myers! All prices have been reduced for our Online Sales Event. Reduced prices are good from Now, until Saturday close of business at 5pm. We have no hidden fees, no nonsense pricing. Up front and transparent is how we do business at CarLink. We do not add …"
